process,ncall,norecall,totaltime,cumulativetime,subcalls
/Users/greg/code/gkiar/clowdr/env/clowdr/lib/python3.6/site-packages/psutil/_psosx.py#340(catch_zombie),2,2,1e-06,1e-06,"{('~', 0, '<built-in method builtins.next>'): (2, 2, 1e-06, 1e-06)}"
/usr/local/Cellar/python3/3.6.2/Frameworks/Python.framework/Versions/3.6/lib/python3.6/multiprocessing/context.py#232(get_context),1,1,1e-06,1e-06,"{('/usr/local/Cellar/python3/3.6.2/Frameworks/Python.framework/Versions/3.6/lib/python3.6/multiprocessing/context.py', 221, '_Popen'): (1, 1, 1e-06, 1e-06)}"
/usr/local/Cellar/python3/3.6.2/Frameworks/Python.framework/Versions/3.6/lib/python3.6/multiprocessing/process.py#83(<genexpr>),2,2,1e-06,1e-06,"{('~', 0, ""<method 'join' of 'str' objects>""): (2, 2, 1e-06, 1e-06)}"
~#0(<method 'disable' of '_lsprof.Profiler' objects>),1,1,1e-06,1e-06,{}
/Users/greg/code/gkiar/clowdr/env/clowdr/lib/python3.6/site-packages/boutiques/validator.py#268(<listcomp>),1,1,1e-06,1e-06,"{('/Users/greg/code/gkiar/clowdr/env/clowdr/lib/python3.6/site-packages/boutiques/validator.py', 16, 'validate_descriptor'): (1, 1, 1e-06, 1e-06)}"
/Users/greg/code/gkiar/clowdr/env/clowdr/lib/python3.6/site-packages/boutiques/validator.py#275(<listcomp>),1,1,1e-06,1e-06,"{('/Users/greg/code/gkiar/clowdr/env/clowdr/lib/python3.6/site-packages/boutiques/validator.py', 16, 'validate_descriptor'): (1, 1, 1e-06, 1e-06)}"
/Users/greg/code/gkiar/clowdr/env/clowdr/lib/python3.6/site-packages/boutiques/bosh.py#59(<listcomp>),1,1,1e-06,1e-06,"{('/Users/greg/code/gkiar/clowdr/env/clowdr/lib/python3.6/site-packages/boutiques/bosh.py', 47, 'execute'): (1, 1, 1e-06, 1e-06)}"
/usr/local/Cellar/python3/3.6.2/Frameworks/Python.framework/Versions/3.6/lib/python3.6/multiprocessing/connection.py#142(_check_writable),1,1,1e-06,1e-06,"{('/usr/local/Cellar/python3/3.6.2/Frameworks/Python.framework/Versions/3.6/lib/python3.6/multiprocessing/connection.py', 202, 'send'): (1, 1, 1e-06, 1e-06)}"
~#0(<method 'extend' of 'list' objects>),23,23,2e-06,2e-06,"{('/usr/local/Cellar/python3/3.6.2/Frameworks/Python.framework/Versions/3.6/lib/python3.6/argparse.py', 1771, '_parse_known_args'): (5, 5, 0.0, 0.0), ('/usr/local/Cellar/python3/3.6.2/Frameworks/Python.framework/Versions/3.6/lib/python3.6/argparse.py', 2067, '_match_arguments_partial'): (4, 4, 0.0, 0.0), ('/Users/greg/code/gkiar/clowdr/env/clowdr/lib/python3.6/site-packages/jsonschema/_validators.py', 361, 'anyOf_draft4'): (14, 14, 2e-06, 2e-06)}"
~#0(<method 'index' of 'list' objects>),14,14,2e-06,2e-06,"{('/Users/greg/code/gkiar/clowdr/env/clowdr/lib/python3.6/site-packages/boutiques/validator.py', 57, 'inById'): (14, 14, 2e-06, 2e-06)}"
~#0(<method 'reverse' of 'list' objects>),22,22,2e-06,2e-06,"{('/usr/local/Cellar/python3/3.6.2/Frameworks/Python.framework/Versions/3.6/lib/python3.6/gettext.py', 205, '_expand_lang'): (22, 22, 2e-06, 2e-06)}"
~#0(<method 'items' of 'dict' objects>),6,6,2e-06,2e-06,"{('/Users/greg/code/gkiar/clowdr/env/clowdr/bin/../lib/python3.6/_collections_abc.py', 824, 'update'): (5, 5, 1e-06, 1e-06), ('/Users/greg/code/gkiar/clowdr/env/clowdr/lib/python3.6/site-packages/psutil/__init__.py', 862, 'children'): (1, 1, 1e-06, 1e-06)}"
~#0(<method 'rpartition' of 'str' objects>),2,2,2e-06,2e-06,"{('<frozen importlib._bootstrap>', 402, 'parent'): (2, 2, 2e-06, 2e-06)}"
~#0(<built-in method builtins.iter>),9,9,2e-06,2e-06,"{('/usr/local/Cellar/python3/3.6.2/Frameworks/Python.framework/Versions/3.6/lib/python3.6/argparse.py', 1771, '_parse_known_args'): (4, 4, 0.0, 0.0), ('/Users/greg/code/gkiar/clowdr/env/clowdr/lib/python3.6/site-packages/jsonschema/_utils.py', 31, '__iter__'): (5, 5, 2e-06, 2e-06)}"
~#0(<built-in method posix.WIFEXITED>),5,5,2e-06,2e-06,"{('/usr/local/Cellar/python3/3.6.2/Frameworks/Python.framework/Versions/3.6/lib/python3.6/subprocess.py', 1337, '_handle_exitstatus'): (4, 4, 2e-06, 2e-06), ('/usr/local/Cellar/python3/3.6.2/Frameworks/Python.framework/Versions/3.6/lib/python3.6/multiprocessing/popen_fork.py', 25, 'poll'): (1, 1, 0.0, 0.0)}"
~#0(<method 'groups' of '_sre.SRE_Match' objects>),4,4,2e-06,2e-06,"{('/usr/local/Cellar/python3/3.6.2/Frameworks/Python.framework/Versions/3.6/lib/python3.6/argparse.py', 2067, '_match_arguments_partial'): (4, 4, 2e-06, 2e-06)}"
~#0(<method 'getvalue' of '_io.BytesIO' objects>),3,3,2e-06,2e-06,"{('/usr/local/Cellar/python3/3.6.2/Frameworks/Python.framework/Versions/3.6/lib/python3.6/multiprocessing/connection.py', 406, '_recv_bytes'): (3, 3, 2e-06, 2e-06)}"
~#0(<built-in method math.ceil>),1,1,2e-06,2e-06,"{('/usr/local/Cellar/python3/3.6.2/Frameworks/Python.framework/Versions/3.6/lib/python3.6/selectors.py', 365, 'select'): (1, 1, 2e-06, 2e-06)}"
/usr/local/Cellar/python3/3.6.2/Frameworks/Python.framework/Versions/3.6/lib/python3.6/argparse.py#564(<listcomp>),1,1,2e-06,2e-06,"{('/usr/local/Cellar/python3/3.6.2/Frameworks/Python.framework/Versions/3.6/lib/python3.6/argparse.py', 560, '_metavar_formatter'): (1, 1, 2e-06, 2e-06)}"
/usr/local/Cellar/python3/3.6.2/Frameworks/Python.framework/Versions/3.6/lib/python3.6/argparse.py#1722(<listcomp>),4,4,2e-06,2e-06,"{('/usr/local/Cellar/python3/3.6.2/Frameworks/Python.framework/Versions/3.6/lib/python3.6/argparse.py', 1721, '_get_positional_actions'): (4, 4, 2e-06, 2e-06)}"
/Users/greg/code/gkiar/clowdr/env/clowdr/lib/python3.6/site-packages/memory_profiler.py#1097(<genexpr>),4,4,2e-06,2e-06,"{('/Users/greg/code/gkiar/clowdr/env/clowdr/lib/python3.6/site-packages/memory_profiler.py', 1085, 'choose_backend'): (4, 4, 2e-06, 2e-06)}"
/Users/greg/code/gkiar/clowdr/env/clowdr/lib/python3.6/site-packages/psutil/__init__.py#408(__eq__),1,1,2e-06,2e-06,"{('/Users/greg/code/gkiar/clowdr/env/clowdr/lib/python3.6/site-packages/psutil/__init__.py', 552, 'is_running'): (1, 1, 2e-06, 2e-06)}"
/Users/greg/code/gkiar/clowdr/env/clowdr/lib/python3.6/site-packages/psutil/__init__.py#423(pid),4,4,2e-06,2e-06,"{('/Users/greg/code/gkiar/clowdr/env/clowdr/lib/python3.6/site-packages/psutil/__init__.py', 338, '_init'): (2, 2, 1e-06, 1e-06), ('/Users/greg/code/gkiar/clowdr/env/clowdr/lib/python3.6/site-packages/psutil/__init__.py', 552, 'is_running'): (1, 1, 0.0, 0.0), ('/Users/greg/code/gkiar/clowdr/env/clowdr/lib/python3.6/site-packages/psutil/__init__.py', 862, 'children'): (1, 1, 1e-06, 1e-06)}"
/usr/local/Cellar/python3/3.6.2/Frameworks/Python.framework/Versions/3.6/lib/python3.6/multiprocessing/process.py#52(_cleanup),1,1,2e-06,2e-06,"{('/usr/local/Cellar/python3/3.6.2/Frameworks/Python.framework/Versions/3.6/lib/python3.6/multiprocessing/process.py', 95, 'start'): (1, 1, 2e-06, 2e-06)}"
/Users/greg/code/gkiar/clowdr/env/clowdr/lib/python3.6/site-packages/boutiques/localExec.py#310(<genexpr>),3,3,2e-06,2e-06,"{('~', 0, ""<method 'join' of 'str' objects>""): (3, 3, 2e-06, 2e-06)}"
/usr/local/Cellar/python3/3.6.2/Frameworks/Python.framework/Versions/3.6/lib/python3.6/multiprocessing/connection.py#913(<listcomp>),1,1,2e-06,2e-06,"{('/usr/local/Cellar/python3/3.6.2/Frameworks/Python.framework/Versions/3.6/lib/python3.6/multiprocessing/connection.py', 897, 'wait'): (1, 1, 2e-06, 2e-06)}"
~#0(<method 'partition' of 'str' objects>),7,7,3e-06,3e-06,"{('/Users/greg/code/gkiar/clowdr/env/clowdr/bin/../lib/python3.6/posixpath.py', 391, '_joinrealpath'): (7, 7, 3e-06, 3e-06)}"
~#0(<built-in method _stat.S_ISREG>),3,3,3e-06,3e-06,"{('/Users/greg/code/gkiar/clowdr/env/clowdr/bin/../lib/python3.6/genericpath.py', 27, 'isfile'): (3, 3, 3e-06, 3e-06)}"
~#0(<built-in method time.time>),3,3,3e-06,3e-06,"{('/Users/greg/code/gkiar/clowdr/env/clowdr/lib/python3.6/site-packages/memory_profiler.py', 131, 'ps_util_tool'): (1, 1, 1e-06, 1e-06), ('/Users/greg/code/gkiar/clowdr/env/clowdr/lib/python3.6/site-packages/boutiques/localExec.py', 210, 'execute'): (1, 1, 1e-06, 1e-06), ('/usr/local/Cellar/python3/3.6.2/Frameworks/Python.framework/Versions/3.6/lib/python3.6/multiprocessing/connection.py', 897, 'wait'): (1, 1, 1e-06, 1e-06)}"
~#0(<method 'write' of '_io.BytesIO' objects>),6,6,3e-06,3e-06,"{('/usr/local/Cellar/python3/3.6.2/Frameworks/Python.framework/Versions/3.6/lib/python3.6/multiprocessing/connection.py', 374, '_recv'): (6, 6, 3e-06, 3e-06)}"
/usr/local/Cellar/python3/3.6.2/Frameworks/Python.framework/Versions/3.6/lib/python3.6/contextlib.py#79(__enter__),1,1,1e-06,3e-06,"{('/Users/greg/code/gkiar/clowdr/env/clowdr/lib/python3.6/site-packages/psutil/_psosx.py', 383, '_get_pidtaskinfo'): (1, 1, 1e-06, 3e-06)}"
/usr/local/Cellar/python3/3.6.2/Frameworks/Python.framework/Versions/3.6/lib/python3.6/subprocess.py#1552(_save_input),3,3,3e-06,3e-06,"{('/usr/local/Cellar/python3/3.6.2/Frameworks/Python.framework/Versions/3.6/lib/python3.6/subprocess.py', 1455, '_communicate'): (3, 3, 3e-06, 3e-06)}"
/usr/local/Cellar/python3/3.6.2/Frameworks/Python.framework/Versions/3.6/lib/python3.6/argparse.py#1207(__init__),4,4,3e-06,3e-06,"{('/usr/local/Cellar/python3/3.6.2/Frameworks/Python.framework/Versions/3.6/lib/python3.6/argparse.py', 1736, 'parse_known_args'): (4, 4, 3e-06, 3e-06)}"
/usr/local/Cellar/python3/3.6.2/Frameworks/Python.framework/Versions/3.6/lib/python3.6/argparse.py#1946(<listcomp>),6,6,3e-06,3e-06,"{('/usr/local/Cellar/python3/3.6.2/Frameworks/Python.framework/Versions/3.6/lib/python3.6/argparse.py', 1771, '_parse_known_args'): (6, 6, 3e-06, 3e-06)}"
/usr/local/Cellar/python3/3.6.2/Frameworks/Python.framework/Versions/3.6/lib/python3.6/argparse.py#2077(<listcomp>),4,4,2e-06,3e-06,"{('/usr/local/Cellar/python3/3.6.2/Frameworks/Python.framework/Versions/3.6/lib/python3.6/argparse.py', 2067, '_match_arguments_partial'): (4, 4, 2e-06, 3e-06)}"
/usr/local/Cellar/python3/3.6.2/Frameworks/Python.framework/Versions/3.6/lib/python3.6/argparse.py#2275(<listcomp>),1,1,0.0,3e-06,"{('/usr/local/Cellar/python3/3.6.2/Frameworks/Python.framework/Versions/3.6/lib/python3.6/argparse.py', 2230, '_get_values'): (1, 1, 0.0, 3e-06)}"
/Users/greg/code/gkiar/clowdr/env/clowdr/lib/python3.6/site-packages/boutiques/localExec.py#712(<listcomp>),1,1,1e-06,3e-06,"{('/Users/greg/code/gkiar/clowdr/env/clowdr/lib/python3.6/site-packages/boutiques/localExec.py', 677, 'readInput'): (1, 1, 1e-06, 3e-06)}"
/Users/greg/code/gkiar/clowdr/env/clowdr/lib/python3.6/site-packages/boutiques/localExec.py#759(<listcomp>),3,3,3e-06,3e-06,"{('/Users/greg/code/gkiar/clowdr/env/clowdr/lib/python3.6/site-packages/boutiques/localExec.py', 743, '_replaceKeysInTemplate'): (3, 3, 3e-06, 3e-06)}"
/Users/greg/code/gkiar/clowdr/env/clowdr/lib/python3.6/site-packages/boutiques/validator.py#54(groupGet),1,1,1e-06,3e-06,"{('/Users/greg/code/gkiar/clowdr/env/clowdr/lib/python3.6/site-packages/boutiques/validator.py', 16, 'validate_descriptor'): (1, 1, 1e-06, 3e-06)}"
~#0(<method 'rstrip' of 'bytes' objects>),4,4,4e-06,4e-06,"{('/Users/greg/code/gkiar/clowdr/env/clowdr/bin/../lib/python3.6/posixpath.py', 152, 'dirname'): (4, 4, 4e-06, 4e-06)}"
~#0(<method 'count' of 'str' objects>),12,12,4e-06,4e-06,"{('/Users/greg/code/gkiar/clowdr/env/clowdr/lib/python3.6/site-packages/boutiques/validator.py', 73, '<listcomp>'): (12, 12, 4e-06, 4e-06)}"
~#0(<built-in method builtins.repr>),12,12,4e-06,4e-06,"{('/Users/greg/code/gkiar/clowdr/env/clowdr/lib/python3.6/site-packages/jsonschema/_utils.py', 122, 'types_msg'): (12, 12, 4e-06, 4e-06)}"
~#0(<built-in method posix.getpid>),6,6,4e-06,4e-06,"{('/Users/greg/code/gkiar/clowdr/env/clowdr/lib/python3.6/site-packages/memory_profiler.py', 237, 'memory_usage'): (1, 1, 1e-06, 1e-06), ('/usr/local/Cellar/python3/3.6.2/Frameworks/Python.framework/Versions/3.6/lib/python3.6/multiprocessing/process.py', 71, '__init__'): (1, 1, 0.0, 0.0), ('/usr/local/Cellar/python3/3.6.2/Frameworks/Python.framework/Versions/3.6/lib/python3.6/multiprocessing/process.py', 95, 'start'): (1, 1, 0.0, 0.0), ('/usr/local/Cellar/python3/3.6.2/Frameworks/Python.framework/Versions/3.6/lib/python3.6/multiprocessing/process.py', 115, 'join'): (1, 1, 1e-06, 1e-06), ('/usr/local/Cellar/python3/3.6.2/Frameworks/Python.framework/Versions/3.6/lib/python3.6/multiprocessing/util.py', 151, '__init__'): (1, 1, 1e-06, 1e-06), ('/usr/local/Cellar/python3/3.6.2/Frameworks/Python.framework/Versions/3.6/lib/python3.6/multiprocessing/util.py', 167, '__call__'): (1, 1, 1e-06, 1e-06)}"
~#0(<method 'end' of '_sre.SRE_Match' objects>),12,12,4e-06,4e-06,"{('/usr/local/Cellar/python3/3.6.2/Frameworks/Python.framework/Versions/3.6/lib/python3.6/json/decoder.py', 334, 'decode'): (8, 8, 3e-06, 3e-06), ('/Users/greg/code/gkiar/clowdr/env/clowdr/lib/python3.6/site-packages/simplejson/decoder.py', 363, 'decode'): (2, 2, 1e-06, 1e-06), ('/Users/greg/code/gkiar/clowdr/env/clowdr/lib/python3.6/site-packages/simplejson/decoder.py', 376, 'raw_decode'): (2, 2, 0.0, 0.0)}"
~#0(<method 'flush' of '_io.TextIOWrapper' objects>),2,2,4e-06,4e-06,"{('/usr/local/Cellar/python3/3.6.2/Frameworks/Python.framework/Versions/3.6/lib/python3.6/multiprocessing/popen_fork.py', 16, '__init__'): (2, 2, 4e-06, 4e-06)}"
/Users/greg/code/gkiar/clowdr/env/clowdr/bin/../lib/python3.6/codecs.py#185(__init__),1,1,4e-06,4e-06,"{('~', 0, '<built-in method io.open>'): (1, 1, 4e-06, 4e-06)}"
/Users/greg/code/gkiar/clowdr/env/clowdr/bin/../lib/python3.6/_weakrefset.py#81(add),1,1,4e-06,4e-06,"{('/usr/local/Cellar/python3/3.6.2/Frameworks/Python.framework/Versions/3.6/lib/python3.6/multiprocessing/process.py', 71, '__init__'): (1, 1, 4e-06, 4e-06)}"
/usr/local/Cellar/python3/3.6.2/Frameworks/Python.framework/Versions/3.6/lib/python3.6/contextlib.py#85(__exit__),1,1,4e-06,4e-06,"{('/Users/greg/code/gkiar/clowdr/env/clowdr/lib/python3.6/site-packages/psutil/_psosx.py', 383, '_get_pidtaskinfo'): (1, 1, 4e-06, 4e-06)}"
/usr/local/Cellar/python3/3.6.2/Frameworks/Python.framework/Versions/3.6/lib/python3.6/subprocess.py#1355(_internal_poll),4,4,4e-06,4e-06,"{('/usr/local/Cellar/python3/3.6.2/Frameworks/Python.framework/Versions/3.6/lib/python3.6/subprocess.py', 753, '__del__'): (4, 4, 4e-06, 4e-06)}"
~#0(<built-in method select.poll>),4,4,4e-06,4e-06,"{('/usr/local/Cellar/python3/3.6.2/Frameworks/Python.framework/Versions/3.6/lib/python3.6/selectors.py', 346, '__init__'): (4, 4, 4e-06, 4e-06)}"
/usr/local/Cellar/python3/3.6.2/Frameworks/Python.framework/Versions/3.6/lib/python3.6/urllib/parse.py#598(unquote),11,11,4e-06,4e-06,"{('/Users/greg/code/gkiar/clowdr/env/clowdr/lib/python3.6/site-packages/jsonschema/validators.py', 389, 'resolve_fragment'): (11, 11, 4e-06, 4e-06)}"
/usr/local/Cellar/python3/3.6.2/Frameworks/Python.framework/Versions/3.6/lib/python3.6/argparse.py#591(<listcomp>),8,8,4e-06,4e-06,"{('/usr/local/Cellar/python3/3.6.2/Frameworks/Python.framework/Versions/3.6/lib/python3.6/argparse.py', 576, '_format_args'): (8, 8, 4e-06, 4e-06)}"
/usr/local/Cellar/python3/3.6.2/Frameworks/Python.framework/Versions/3.6/lib/python3.6/argparse.py#2308(_check_value),7,7,4e-06,4e-06,"{('/usr/local/Cellar/python3/3.6.2/Frameworks/Python.framework/Versions/3.6/lib/python3.6/argparse.py', 2230, '_get_values'): (7, 7, 4e-06, 4e-06)}"
/Users/greg/code/gkiar/clowdr/env/clowdr/lib/python3.6/site-packages/jsonschema/_utils.py#31(__iter__),5,5,2e-06,4e-06,"{('/Users/greg/code/gkiar/clowdr/env/clowdr/bin/../lib/python3.6/_collections_abc.py', 742, '__iter__'): (5, 5, 2e-06, 4e-06)}"
/Users/greg/code/gkiar/clowdr/env/clowdr/lib/python3.6/site-packages/jsonschema/_utils.py#205(<genexpr>),11,11,2e-06,4e-06,"{('~', 0, '<built-in method builtins.sorted>'): (11, 11, 2e-06, 4e-06)}"
~#0(<method 'remove' of 'list' objects>),7,7,4.9999999999999996e-06,4.9999999999999996e-06,"{('/usr/local/Cellar/python3/3.6.2/Frameworks/Python.framework/Versions/3.6/lib/python3.6/argparse.py', 2230, '_get_values'): (7, 7, 4.9999999999999996e-06, 4.9999999999999996e-06)}"
~#0(<method 'index' of 'str' objects>),11,11,4.9999999999999996e-06,4.9999999999999996e-06,"{('/Users/greg/code/gkiar/clowdr/env/clowdr/lib/python3.6/locale.py', 345, '_replace_encoding'): (11, 11, 4.9999999999999996e-06, 4.9999999999999996e-06)}"
~#0(<method 'format' of 'str' objects>),1,1,4.9999999999999996e-06,4.9999999999999996e-06,"{('/Users/greg/code/gkiar/clowdr/env/clowdr/lib/python3.6/site-packages/boutiques/bosh.py', 47, 'execute'): (1, 1, 4.9999999999999996e-06, 4.9999999999999996e-06)}"
/Users/greg/code/gkiar/clowdr/env/clowdr/bin/../lib/python3.6/_weakrefset.py#38(_remove),1,1,4.9999999999999996e-06,4.9999999999999996e-06,{}
/usr/local/Cellar/python3/3.6.2/Frameworks/Python.framework/Versions/3.6/lib/python3.6/selectors.py#62(__init__),4,4,4.9999999999999996e-06,4.9999999999999996e-06,"{('/usr/local/Cellar/python3/3.6.2/Frameworks/Python.framework/Versions/3.6/lib/python3.6/selectors.py', 208, '__init__'): (4, 4, 4.9999999999999996e-06, 4.9999999999999996e-06)}"
~#0(<built-in method _struct.pack>),1,1,4.9999999999999996e-06,4.9999999999999996e-06,"{('/usr/local/Cellar/python3/3.6.2/Frameworks/Python.framework/Versions/3.6/lib/python3.6/multiprocessing/connection.py', 390, '_send_bytes'): (1, 1, 4.9999999999999996e-06, 4.9999999999999996e-06)}"
~#0(<method 'register' of 'select.poll' objects>),7,7,4.9999999999999996e-06,4.9999999999999996e-06,"{('/usr/local/Cellar/python3/3.6.2/Frameworks/Python.framework/Versions/3.6/lib/python3.6/selectors.py', 350, 'register'): (7, 7, 4.9999999999999996e-06, 4.9999999999999996e-06)}"
~#0(<method 'unregister' of 'select.poll' objects>),6,6,4.9999999999999996e-06,4.9999999999999996e-06,"{('/usr/local/Cellar/python3/3.6.2/Frameworks/Python.framework/Versions/3.6/lib/python3.6/selectors.py', 360, 'unregister'): (6, 6, 4.9999999999999996e-06, 4.9999999999999996e-06)}"
/usr/local/Cellar/python3/3.6.2/Frameworks/Python.framework/Versions/3.6/lib/python3.6/socket.py#419(detach),2,2,4e-06,4.9999999999999996e-06,"{('/usr/local/Cellar/python3/3.6.2/Frameworks/Python.framework/Versions/3.6/lib/python3.6/multiprocessing/connection.py', 501, 'Pipe'): (2, 2, 4e-06, 4.9999999999999996e-06)}"
~#0(<method 'setblocking' of '_socket.socket' objects>),2,2,4.9999999999999996e-06,4.9999999999999996e-06,"{('/usr/local/Cellar/python3/3.6.2/Frameworks/Python.framework/Versions/3.6/lib/python3.6/multiprocessing/connection.py', 501, 'Pipe'): (2, 2, 4.9999999999999996e-06, 4.9999999999999996e-06)}"
/Users/greg/code/gkiar/clowdr/env/clowdr/lib/python3.6/site-packages/boutiques/localExec.py#833(_writeConfigurationFiles),1,1,2e-06,4.9999999999999996e-06,"{('/Users/greg/code/gkiar/clowdr/env/clowdr/lib/python3.6/site-packages/boutiques/localExec.py', 862, '_generateCmdLineFromInDict'): (1, 1, 2e-06, 4.9999999999999996e-06)}"
